split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_lr_all,param_reg_all,param_n_epochs
3.1995366498836924,3.2043217408772784,3.2053610344023045,3.2030731417210916,0.002536416585760921,226,7.968371470769246,0.21419288958958324,1.9305205345153809,0.027369907798916387,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 30}",50,0.01,0.02,30
3.2017601353950886,3.2167311414322883,3.215152565511411,3.2112146141129294,0.0067163160216530205,232,12.110445499420166,0.35900664464422555,2.053627332051595,0.008561603664968656,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 40}",50,0.01,0.02,40
3.2053505280933727,3.2063029733681776,3.2069700955512848,3.206207865670945,0.0006645970173654461,230,14.187248706817627,0.2823051811643467,2.2059192657470703,0.15171047158706785,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 50}",50,0.01,0.02,50
3.175580028899345,3.1787656243915072,3.174070872789738,3.1761388420268637,0.001956932503382665,208,5.987788041432698,0.13313400149947344,2.2272438208262124,0.1348331312245943,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 20}",50,0.01,0.05,20
3.1834837576220574,3.1848393175237875,3.186635808576432,3.184986294574092,0.0012910094228240129,215,8.335975964864096,0.42711179076442235,2.2998647689819336,0.06954545332846265,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 30}",50,0.01,0.05,30
3.183824268087854,3.189579759675137,3.192573321296728,3.1886591163532394,0.003630626310298095,216,11.473331451416016,0.04886502380513208,2.23702335357666,0.14768375695027372,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 40}",50,0.01,0.05,40
3.187863419793624,3.1960542544871564,3.1966850950789656,3.193534256453249,0.004018148933541078,219,13.952915032704672,0.16072079338331,2.169606606165568,0.05313259750162233,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 50}",50,0.01,0.05,50
3.1527208046216626,3.161820949543296,3.159441653183479,3.157994469116146,0.0038534759799640633,199,5.714612325032552,0.19710878611629445,2.30725359916687,0.07646333321670218,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.1, 'n_epochs': 20}",50,0.01,0.1,20
3.168440169375007,3.169241589228322,3.1780366262611235,3.171906128288151,0.004347246062569463,203,8.601224740346273,0.2819292999415766,2.2967376708984375,0.14383450521207833,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.1, 'n_epochs': 30}",50,0.01,0.1,30
3.1799282237991267,3.183002492988734,3.181776897944535,3.1815692049107986,0.0012636283893980697,213,11.074055830637613,0.36459247610791573,2.229766368865967,0.18056438881322526,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.1, 'n_epochs': 40}",50,0.01,0.1,40
3.1912554184423776,3.19114980823637,3.1958467191626263,3.192750648613791,0.0021896769946616566,217,13.991530338923136,0.2237336324658427,2.139242251714071,0.06305040096438373,"{'n_factors': 50, 'lr_all': 0.01, 'reg_all': 0.1, 'n_epochs': 50}",50,0.01,0.1,50
8.766815778853381,8.771071235837816,8.762301968554675,8.766729661081959,0.0035805562299458427,286,5.89271092414856,0.11284453535634822,2.100428819656372,0.07591744343533331,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.02, 'n_epochs': 20}",50,0.05,0.02,20
8.766815778853381,8.771071252703878,8.762301968554675,8.766729666703979,0.0035805630468844062,287,8.576997518539429,0.1856979550462668,2.129284381866455,0.04108184299966437,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.02, 'n_epochs': 30}",50,0.05,0.02,30
8.766815778853381,8.771071274438563,8.762301968554675,8.766729673948873,0.0035805718316337404,288,11.618359327316284,0.345746919826403,2.3185924688975015,0.1662297036980096,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.02, 'n_epochs': 40}",50,0.05,0.02,40
8.766815778853381,8.771071221186103,8.762301968554675,8.766729656198052,0.0035805503080086638,285,14.186537106831869,0.12844098075764482,2.430838664372762,0.031104174851416946,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.02, 'n_epochs': 50}",50,0.05,0.02,50
3.247651513151189,3.250966410204515,3.2533866514911325,3.250668191615612,0.0023508372536393584,246,5.716161330540975,0.1217361359605138,2.2570133209228516,0.10405726255294047,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.05, 'n_epochs': 20}",50,0.05,0.05,20
3.2673860651546875,3.2699647686603415,3.2805637806455787,3.2726382048202027,0.0057022505536766304,254,8.7975701491038,0.3998708040058548,2.2293335596720376,0.07256328752155752,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.05, 'n_epochs': 30}",50,0.05,0.05,30
3.2935326723420664,3.2906344202018336,3.29829201747652,3.2941530366734733,0.003156827303172362,256,11.539852460225424,0.3175933204510534,2.2992655436197915,0.09603858101029213,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.05, 'n_epochs': 40}",50,0.05,0.05,40
3.2974393999900937,3.3053480242268756,3.3140778919151557,3.3056217720440415,0.0067953933801088275,258,14.08291212717692,0.3657112763918475,2.284219980239868,0.12230687536739816,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.05, 'n_epochs': 50}",50,0.05,0.05,50
3.2702593943661027,3.2725172111996583,3.2811810282456606,3.274652544603807,0.004707459202155117,255,5.930079380671184,0.19866935956215923,2.1417558193206787,0.1541436212885696,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.1, 'n_epochs': 20}",50,0.05,0.1,20
3.2958408753677277,3.296203289781774,3.3069251958963197,3.2996564536819406,0.005141906007581334,257,8.259850104649862,0.13463871759899185,2.2567621866861978,0.20706113171798393,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.1, 'n_epochs': 30}",50,0.05,0.1,30
3.3129586981153274,3.3121600855480464,3.3241226468055687,3.3164138101563143,0.005460712247306328,259,11.810577789942423,0.24719514817463456,2.3851521809895835,0.10401020095338631,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.1, 'n_epochs': 40}",50,0.05,0.1,40
3.3168797202912517,3.319301939277339,3.3313588275692414,3.322513495712611,0.006332282787146383,260,14.717475652694702,0.10965650751154207,2.1328423817952475,0.1268583998076524,"{'n_factors': 50, 'lr_all': 0.05, 'reg_all': 0.1, 'n_epochs': 50}",50,0.05,0.1,50
3.07138599035119,3.080434114773511,3.0767701923963617,3.076196765840354,0.0037160689266840918,20,8.885681629180908,0.5555663944030496,2.204763730367025,0.14439105095507657,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.02, 'n_epochs': 20}",100,0.002,0.02,20
3.1061132896947043,3.114302836490084,3.114406363796294,3.1116074966603606,0.003885220895640701,140,14.110387643178305,0.7200170652508509,2.566617409388224,0.29061973501136085,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.02, 'n_epochs': 30}",100,0.002,0.02,30
3.127455864547367,3.1328477920021713,3.130454279504786,3.1302526453514417,0.0022058577573232387,172,18.925589481989544,0.16440379759006285,2.7014787197113037,0.08166064949060758,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.02, 'n_epochs': 40}",100,0.002,0.02,40
3.135720893717871,3.136827071861736,3.1460191398709476,3.1395223684835183,0.004616054330044428,188,23.625670353571575,0.7450317717386002,2.3166898091634116,0.1085848271352781,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.02, 'n_epochs': 50}",100,0.002,0.02,50
3.0609198662091024,3.0648515128668166,3.0642173793916796,3.0633295861558665,0.0017234836779897844,8,10.025203466415405,0.3160939104069067,2.619542678197225,0.28362022661425307,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.05, 'n_epochs': 20}",100,0.002,0.05,20
3.0860731752057973,3.092393137837143,3.094384667062216,3.090950326701719,0.0035432096747823245,43,12.69324771563212,0.22498583049962095,2.2645785013834634,0.10812415121916219,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.05, 'n_epochs': 30}",100,0.002,0.05,30
3.1035414807810127,3.1070844698913582,3.1136834480397924,3.1081031329040543,0.004202628599627958,128,16.503584623336792,0.1093983588657403,2.29986564318339,0.11167839336993486,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.05, 'n_epochs': 40}",100,0.002,0.05,40
3.1129362365783626,3.120308825200768,3.1161823575643353,3.1164758064478217,0.003016990767218145,151,21.65070430437724,0.13305536232057247,2.372663895289103,0.16738863557634387,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.05, 'n_epochs': 50}",100,0.002,0.05,50
3.0510228362746505,3.0572946507694887,3.0571049557671173,3.0551408142704193,0.002912879803986092,2,8.694407304128012,0.16417338765915657,2.256394942601522,0.06340744638449462,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.1, 'n_epochs': 20}",100,0.002,0.1,20
3.069442331262405,3.0774062392127446,3.0763569613235737,3.074401843932908,0.0035329704658482054,18,12.534305572509766,0.5889612192333574,2.220943053563436,0.0790255797766596,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.1, 'n_epochs': 30}",100,0.002,0.1,30
3.0886778432807493,3.0954589650269453,3.0934022709213997,3.0925130264096983,0.0028388929632724154,54,16.34424614906311,0.28161512467747674,2.1025511423746743,0.1146368031398572,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.1, 'n_epochs': 40}",100,0.002,0.1,40
3.09958413407095,3.1006039226169633,3.103600049558207,3.1012627020820402,0.0017043839723690642,91,19.902574062347412,0.05750449957797304,2.223419109980265,0.02346061120270782,"{'n_factors': 100, 'lr_all': 0.002, 'reg_all': 0.1, 'n_epochs': 50}",100,0.002,0.1,50
3.1360048336683137,3.1328781746448096,3.1341003992963024,3.1343278025364754,0.0012865414457751594,180,8.350009202957153,0.1707522166113597,2.203906774520874,0.13891739362421568,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.02, 'n_epochs': 20}",100,0.005,0.02,20
3.1314150770736657,3.1381857689554313,3.143518520676844,3.1377064555686474,0.004952820257583411,187,12.255846897761026,0.10663411789889131,2.262591520945231,0.055614737347348404,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.02, 'n_epochs': 30}",100,0.005,0.02,30
3.1363072067253346,3.1389547896545023,3.1361783818674676,3.1371467927491015,0.0012795281860788206,185,16.6378808816274,0.5096876598908736,2.0895943641662598,0.011898773625828278,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.02, 'n_epochs': 40}",100,0.005,0.02,40
3.1358188844319113,3.1371163928734664,3.1376307868324433,3.136855354712607,0.0007623880325801451,184,19.809574604034424,0.32259531253154283,2.246253252029419,0.10490484991524669,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.02, 'n_epochs': 50}",100,0.005,0.02,50
3.1136024415104266,3.1188819690853884,3.1146428629469796,3.1157090911809315,0.0022834162766715185,150,8.41968552271525,0.35773830092110753,2.2907704512278237,0.07722788614045903,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.05, 'n_epochs': 20}",100,0.005,0.05,20
3.116887966282829,3.1271860548613217,3.1257835817395927,3.123285867627915,0.004560086909287124,162,12.37106458346049,0.25095641125072154,2.189253807067871,0.1945509648412623,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.05, 'n_epochs': 30}",100,0.005,0.05,30
3.1216739362832286,3.125210731867487,3.128872032459484,3.125252233536733,0.0029387569857642942,167,16.412286917368572,0.39291829625404806,2.191479762395223,0.12565031494880505,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.05, 'n_epochs': 40}",100,0.005,0.05,40
3.1238937605957457,3.126171251885222,3.1280909801482784,3.126051997543082,0.0017155813769934099,168,20.51149320602417,0.1651859519626768,2.3823752403259277,0.09255554625617127,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.05, 'n_epochs': 50}",100,0.005,0.05,50
3.0973527834236827,3.0978340510267044,3.102380024066932,3.0991889528391066,0.002264965976524809,83,8.535290320714315,0.059460859267829076,2.2414351304372153,0.05520868423960965,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.1, 'n_epochs': 20}",100,0.005,0.1,20
3.108270079193456,3.1113181887610053,3.1125656156925645,3.1107179612156752,0.0018042751607267537,135,12.24946657816569,0.3191455767705708,2.1818719704945884,0.16217293554134393,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.1, 'n_epochs': 30}",100,0.005,0.1,30
3.11749145960612,3.1167991930094057,3.123964795749331,3.1194184827882854,0.0032271276614618243,158,16.537835677464802,0.1706745122179308,2.3330458799997964,0.01657959260084371,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.1, 'n_epochs': 40}",100,0.005,0.1,40
3.1237790957788616,3.1234988156362875,3.125613495915493,3.1242971357768803,0.0009378138587431238,165,20.695775190989178,0.3172498546138135,2.176476796468099,0.10213682736869518,"{'n_factors': 100, 'lr_all': 0.005, 'reg_all': 0.1, 'n_epochs': 50}",100,0.005,0.1,50
3.1314802455965616,3.1416938531037895,3.139227333928988,3.1374671442097797,0.0043514859886120485,186,8.72339685757955,0.016820084017568116,2.3558793862660727,0.040731875918172344,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 20}",100,0.01,0.02,20
3.1335314194864576,3.1355842552691757,3.136981718226265,3.135365797660633,0.0014170234398266045,181,12.710679213205973,0.10552192821940484,2.336711804072062,0.049001349245185025,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 30}",100,0.01,0.02,30
3.1289756971005613,3.1356468225127165,3.137558270702095,3.134060263438458,0.0036790415127240165,178,16.75796715418498,0.04279401285225487,2.222543954849243,0.05747669138359321,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 40}",100,0.01,0.02,40
3.1299079292893097,3.131966342884507,3.137293828278397,3.133056033484071,0.0031121744993208755,177,20.386766990025837,0.44285389120795077,2.2587687969207764,0.08740854989343223,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.02, 'n_epochs': 50}",100,0.01,0.02,50
3.118797943927625,3.127853815272962,3.1244335308800153,3.123695096693534,0.00373373497020933,164,8.583857854207357,0.4878887369881646,2.1761764685312905,0.04823407821385621,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 20}",100,0.01,0.05,20
3.1226650586304796,3.1286152619754106,3.131745090961377,3.127675137189089,0.003766043258994599,170,12.465599139531454,0.11315821677026179,2.1612908045450845,0.17132769727941755,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 30}",100,0.01,0.05,30
3.1285396207900074,3.129292735183015,3.133490361979977,3.130440905984333,0.0021781003534067506,173,16.6226540406545,0.09332513163473813,2.268617868423462,0.029398209770917717,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 40}",100,0.01,0.05,40
3.13650588296426,3.1323707356171555,3.1394453483545552,3.136107322311991,0.0029019159522859963,182,20.657311995824177,0.1698445762544004,2.2916575272878013,0.10925679360843449,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.05, 'n_epochs': 50}",100,0.01,0.05,50
3.114557358872516,3.116653616381248,3.1206215120765743,3.1172774957767797,0.0025146779310942554,153,8.521391789118448,0.04079568074843867,2.2656795978546143,0.11209582368395186,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.1, 'n_epochs': 20}",100,0.01,0.1,20
3.1252364831650286,3.131137638279519,3.1354102047526684,3.130594775399072,0.004171105194543977,174,12.604404131571451,0.18236147431723906,2.2471795082092285,0.1068413844862581,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.1, 'n_epochs': 30}",100,0.01,0.1,30
3.1370001577920963,3.1408876716243825,3.145108041157669,3.140998623524716,0.0033109591672276,189,16.57602341969808,0.18109470939845035,2.2570525805155435,0.12251667293192438,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.1, 'n_epochs': 40}",100,0.01,0.1,40
3.1513191941512977,3.1515289003165123,3.153831724109368,3.152226606192393,0.0011382140438653367,196,20.889758189519245,0.5816081333587606,2.126670757929484,0.009146403989949054,"{'n_factors': 100, 'lr_all': 0.01, 'reg_all': 0.1, 'n_epochs': 50}",100,0.01,0.1,50
8.766815778853381,8.77107097078987,8.762301968554675,8.766729572732642,0.00358044910326905,281,8.480282545089722,0.19350972562329974,2.293924570083618,0.1090842908361192,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.02, 'n_epochs': 20}",100,0.05,0.02,20
8.766815778853381,8.771071220331406,8.762301968554675,8.766729655913153,0.0035805499625566157,284,12.978994131088257,0.5856470780969611,2.29206116994222,0.0759082066766791,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.02, 'n_epochs': 30}",100,0.05,0.02,30
8.766815778853381,8.77107100131443,8.762301968554675,8.766729582907494,0.0035804614405808215,283,16.356000026067097,0.15229541954417275,2.246668497721354,0.051107416266821276,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.02, 'n_epochs': 40}",100,0.05,0.02,40
8.766815778853381,8.771070872319912,8.762301968554675,8.766729539909322,0.0035804093041252563,275,20.609492381413776,0.3946820433658618,2.282766103744507,0.06384148920227908,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.02, 'n_epochs': 50}",100,0.05,0.02,50
3.1684115170956275,3.1740409405549723,3.181651136836934,3.174701198162511,0.00542517820320718,207,9.078934987386068,0.13196050846089993,2.336872180302938,0.02625217229739232,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.05, 'n_epochs': 20}",100,0.05,0.05,20
3.1949867421522598,3.198486961495324,3.2062125133564066,3.1998954056679967,0.004689866453152979,222,12.625258127848307,0.7060024914961285,2.097438176472982,0.025776467763528824,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.05, 'n_epochs': 30}",100,0.05,0.05,30
3.22050919635808,3.2228787207806433,3.2292959762765068,3.2242279644717438,0.0037118925305202016,235,16.975849707921345,0.5085795523377655,2.2621500492095947,0.134533051176221,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.05, 'n_epochs': 40}",100,0.05,0.05,40
3.238629454187477,3.236570534170927,3.2438610295716828,3.239687005976696,0.003068837199686541,241,20.815755049387615,0.7279754374608396,2.2491182486216226,0.05506642251919128,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.05, 'n_epochs': 50}",100,0.05,0.05,50
3.2148862118639654,3.2150979392983134,3.22177362676431,3.2172525926421964,0.0031980222301292572,233,8.73687775929769,0.027188859432889904,2.1963895161946616,0.10153354921447046,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.1, 'n_epochs': 20}",100,0.05,0.1,20
3.2484446110663403,3.2466819934695565,3.2519936781939824,3.249040094243293,0.0022089890317292483,245,12.41202179590861,0.18509786581703055,2.342796564102173,0.050896977137442435,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.1, 'n_epochs': 30}",100,0.05,0.1,30
3.2587341253208097,3.257727781170244,3.26937070893396,3.261944205141672,0.005267377656861304,252,17.062622785568237,0.5823663934814359,2.3710036277770996,0.07608956970540498,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.1, 'n_epochs': 40}",100,0.05,0.1,40
3.271268466912342,3.266290654227612,3.2787335883654833,3.2720975698351453,0.005113525283161866,253,21.08303626378377,0.23264205209673772,2.3493932088216147,0.15517971761204766,"{'n_factors': 100, 'lr_all': 0.05, 'reg_all': 0.1, 'n_epochs': 50}",100,0.05,0.1,50
3.0767191787033443,3.0813565622757717,3.0826425120982357,3.0802394176924506,0.0025439442658716197,21,11.695361057917276,0.3694052599106431,2.4848382472991943,0.03151164924732153,"{'n_factors': 150, 'lr_all': 0.002, 'reg_all': 0.02, 'n_epochs': 20}",150,0.002,0.02,20
3.1028852962884006,3.1068040575700104,3.1041024068333436,3.1045972535639184,0.00163764616866839,111,16.177157719930012,0.07603370675187816,2.384521722793579,0.04423004463324012,"{'n_factors': 150, 'lr_all': 0.002, 'reg_all': 0.02, 'n_epochs': 30}",150,0.002,0.02,30
